VIN	customer	service_writer	start_date	completion_date	odometer	labor_cost	repair_desc
RF2BB0LOILQ809554	B2503869534	user15	7/29/2021	7/29/2021	352450	28.1	adjust block heater; adjust running boards; 
RF2BB0LOILQ809554	A7476663773	user13	7/30/2021	9/3/2021	360795	140.52	change speaker configuration; install curtain airbags; 
RF2BB0LOILQ809554	A0750292190	user12	9/7/2021	9/10/2021	384717	28.1	add knee airbags; 
RHVJT3TXHWL819894	A7656008373	user13	12/30/2020	1/14/2021	204255	238.98	repair seatbelt force limiters; repair cooled seats; 
RHVJT3TXHWL819894	A9824759625	user12	6/7/2021	7/9/2021	1262885	443.82	fix a-pillar; 
RHVJT3TXHWL819894	A6107738399	user17	7/18/2021	7/31/2021	1321870	238.98	install parking sensors; add knee airbags; 
RHVJT3TXHWL819894	A0965866036	user33	8/11/2021	8/14/2021	1410545	17.07	fix solar sunroof; prevent fuel pump shutoff; 
RHVJT3TXHWL819894	B4901838775	user13	8/30/2021	9/3/2021	1462925	51.21	change suspension fluid; replace timing belt tensioner; 
RHVJT3TXHWL819894	D0985294389	roland	9/5/2021	9/11/2021	1479925	102.42	install dusk-sensing headlights; 
RLXG5XQRAQ3165459	D7197177558	roland	5/5/2020	5/20/2020	154864	176.38	adjust hybrid performance; 
RLXG5XQRAQ3165459	A5920668662	user17	6/29/2020	7/5/2020	198612	82.31	replace crankcase ventilation filter; change air conditioner refrigerant; 
RLXG5XQRAQ3165459	A0923389692	user13	7/24/2020	12/23/2020	304338	388.05	adjust regenerative braking; adjust regenerative braking; 
RLXG5XQRAQ3165459	C8521553415	user33	1/21/2021	4/7/2021	557476	811.37	replace liftgate window; install parking sensors; 
RLXG5XQRAQ3165459	C8363248808	user33	4/21/2021	4/22/2021	634915	11.76	change pcv filter/pcv valve; install roof spoiler; 
RLXG5XQRAQ3165459	A6107738399	user29	7/9/2021	8/6/2021	961112	152.87	improve engine performance; change timing belt; 
RMX0AE4LYYW896673	B2456071697	user13	8/22/2020	10/22/2020	393462	1890.53	adjust block heater; replace tail lights; 
RMX0AE4LYYW896673	D8053038202	user12	11/24/2020	3/9/2021	521452	2436.68	check drive axle boots; install separate rear audio; 
RMX0AE4LYYW896673	D8356291718	user30	3/15/2021	3/16/2021	563923	42.01	fix power activated release; replace brake pedal spring; 
RMX0AE4LYYW896673	B6594307920	user30	4/4/2021	4/8/2021	635351	168.05	change steering rack; set up auto-delay headlights; 
RMX0AE4LYYW896673	D3516184517	user30	5/19/2021	5/28/2021	894562	168.05	replace liftgate window; replace brake pedal spring; 
RMX0AE4LYYW896673	B1905472111	user17	5/29/2021	7/1/2021	903023	1176.33	reduce blind spot; fix external temperature display; 
RMX0AE4LYYW896673	C7405915994	user17	7/2/2021	8/20/2021	905927	1638.46	change air conditioner refrigerant; install separate rear audio; 
RU32GUAPYSR767349	37-8167653	user12	11/13/2020	12/21/2020	4381	1709.1	adjust turn signals; replace ace filter; 
RU32GUAPYSR767349	D6534556524	user12	3/3/2021	3/19/2021	635021	537.15	reduce carbon footprint; reduce blind spot; 
RU32GUAPYSR767349	A5224016442	user15	4/12/2021	6/2/2021	899996	390.65	fix solar sunroof; adjust seat belts tension; 
RU32GUAPYSR767349	D5493718870	user30	6/3/2021	6/12/2021	911795	439.48	replace fuel filter; configure audio remote control; 
RU32GUAPYSR767349	A6107738399	user13	7/19/2021	7/31/2021	1150267	146.49	adjust retractable mirrors; fix nvh dampening system; 
RU32GUAPYSR767349	D3677460785	user30	8/9/2021	9/16/2021	1164700	976.63	change timing belt; adjust climate control; 
S0IF4QEGMQI832765	C6697208198	user17	2/24/2021	3/2/2021	130343	20.54	change wheel cylinders; adjust retractable mirrors; 
S0IF4QEGMQI832765	D4268387122	user13	3/12/2021	3/27/2021	215492	82.16	repair seatbelt force limiters; repair shiftable automatic transmission; 
S0IF4QEGMQI832765	D3516184517	user13	5/5/2021	6/19/2021	619623	30.81	change timing belt; adjust retractable mirrors; 
S0IF4QEGMQI832765	B4901838775	user17	7/20/2021	8/21/2021	633459	267.01	change wheel cylinders; replace tail lights; 
S0IF4QEGMQI832765	D8282569200	user29	9/12/2021	9/15/2021	704848	20.54	adjust reverse tilt mirrors; adjust turn signals; 
S0IF4QEGMQI832765	A4307733572	user29	9/22/2021	9/26/2021	710067	20.54	replace ace filter; install on-board diagnosis system; 
S2N3CMXWZPV810214	D9854901324	user30	8/1/2021	8/3/2021	543830	20.51	change suspension fluid; change speaker configuration; 
S2N3CMXWZPV810214	B7932999712	roland	8/5/2021	8/11/2021	547494	61.53	prevent fuel pump shutoff; replace liftgate window; 
S2N3CMXWZPV810214	C3623479361	user29	9/10/2021	9/12/2021	796209	41.02	replace catalytic converter; reconfigure service reminder light; 
S2N3CMXWZPV810214	A0301796521	user30	9/13/2021	9/15/2021	800167	20.51	adjust adaptive cruise control; configure universal remote control; 
S2N3CMXWZPV810214	B4747383483	user12	9/16/2021	9/23/2021	810014	20.51	fix air filter restriction indicator; 
S4TI4IX70JJ322540	C2477021110	user12	7/23/2021	8/1/2021	234321	202.52	adjust hybrid performance; adjust reverse tilt mirrors; 
S4TI4IX70JJ322540	A2356695475	user15	8/6/2021	8/13/2021	277821	50.63	replace diverter valve; 
S4TI4IX70JJ322540	A4307733572	user13	8/18/2021	8/23/2021	324616	126.58	check drive axle boots; install parking sensors; 
S4TI4IX70JJ322540	B4222493197	user33	8/24/2021	8/26/2021	328071	25.32	change speaker configuration; adjust turn signals; 
S4TI4IX70JJ322540	D4638312523	user15	8/29/2021	9/16/2021	357954	202.52	replace radiator core & ac condenser; repair seatbelt force limiters; 
S4TI4IX70JJ322540	59-1521466	roland	9/21/2021	9/25/2021	407854	50.63	install dusk-sensing headlights; adjust hybrid performance; 
S5263SMBZPG600452	A8857026223	user17	3/20/2021	4/21/2021	106736	803.22	install optional equipment; fix external temperature display; 
S5263SMBZPG600452	D3516713339	roland	4/29/2021	5/14/2021	153193	278.04	adjust regenerative braking; attach exterior camera; 
S5263SMBZPG600452	B2391029488	user29	5/22/2021	5/24/2021	195078	92.68	adjust running boards; adjust traction control system; 
S5263SMBZPG600452	85-3032731	user13	6/3/2021	6/18/2021	241381	370.72	replace water pump; 
S5263SMBZPG600452	B8426722523	user13	7/5/2021	7/7/2021	374902	61.79	change suspension fluid; 
S5263SMBZPG600452	C5471875763	user33	7/11/2021	7/21/2021	407422	185.36	replace brake pedal spring; 
S5263SMBZPG600452	A6562833622	user17	7/22/2021	9/15/2021	411277	370.72	repair cooled seats; adjust reverse tilt mirrors; 
S5MQN63PZL6857813	D8282569200	user33	3/30/2021	4/12/2021	85144	1075.19	change wheel cylinders; 
S5MQN63PZL6857813	D2440363626	user29	4/13/2021	6/30/2021	85451	896	install separate rear audio; change suspension fluid; 
S5MQN63PZL6857813	87-8049695	user29	7/27/2021	9/7/2021	321534	2150.39	repair seatbelt force limiters; check drive axle boots; 
SC4XXMXCD3O314777	B2503869534	user15	12/1/2020	12/17/2020	79933	153.27	change timing belt; install vanity mirrors; 
SC4XXMXCD3O314777	A2356695475	user15	2/13/2021	5/31/2021	344878	980.94	fix power activated release; replace tail lights; 
SHN7X1KFP65647255	B3135098307	user12	2/27/2021	3/19/2021	619376	362.04	fix solar sunroof; configure audio remote control; 
SHN7X1KFP65647255	D5493718870	user29	6/7/2021	9/25/2021	1426224	362.04	install vanity mirrors; repair shiftable automatic transmission; 
SLW1XG4GWUM246789	C3623479361	user33	4/7/2021	4/8/2021	162041	55.48	change brake linings; replace ace filter; 
SLW1XG4GWUM246789	B9701873535	roland	6/10/2021	6/24/2021	809811	194.18	replace catalytic converter; fix steering damper; 
SLW1XG4GWUM246789	A7135730876	user33	7/17/2021	7/30/2021	845614	360.62	change air conditioner refrigerant; replace fuel filter; 
SLW1XG4GWUM246789	C2665896847	user13	8/12/2021	9/13/2021	954395	194.18	repair shiftable automatic transmission; fix nvh dampening system; 
SSK6RJETTAY507275	A3410814072	user33	5/11/2020	8/28/2020	17583	276.38	attach spoiler; set up gyro sensor; 
SSS7P1GXYA6831681	B4222493197	user13	6/21/2021	7/4/2021	247933	556.17	adjust climate control; 
SSS7P1GXYA6831681	C8565047824	user29	8/5/2021	8/6/2021	464605	39.73	fix steering damper; adjust low fuel warning indicator; 
SSS7P1GXYA6831681	B1905472111	roland	8/14/2021	8/17/2021	471539	158.91	fix solar sunroof; replace serpentine belt; 
SSS7P1GXYA6831681	64-4494473	user33	8/23/2021	9/7/2021	494573	79.45	install dusk-sensing headlights; fix deceleration system; 
SSS7P1GXYA6831681	A6107738399	user15	9/17/2021	9/25/2021	590948	317.81	install optional equipment; improve cylinder configuration; 
SYK3OZKA6FN066098	B8426722523	user12	3/21/2021	4/17/2021	37392	955.19	replace ace filter; 
SYK3OZKA6FN066098	A0301796521	roland	5/2/2021	5/25/2021	172937	1910.37	improve cylinder configuration; adjust seat belts tension; 
SYK3OZKA6FN066098	C5471875763	roland	7/7/2021	8/19/2021	224715	191.04	fix power activated release; make polarization coating; 
SYK3OZKA6FN066098	B4901838775	user29	8/22/2021	9/9/2021	247486	95.52	replace timing belt tensioner; adjust traction control system; 
T3LJKVCQKWT790170	B5240692276	user30	7/16/2021	7/18/2021	32451	127.13	adjust block heater; adjust regenerative braking; 
T3LJKVCQKWT790170	A2781606676	roland	7/23/2021	7/29/2021	49285	127.13	fix power activated release; fix deceleration system; 
T3LJKVCQKWT790170	C4721215300	user12	8/16/2021	8/19/2021	232512	508.51	remove oversteer; repair seatbelt force limiters; 
TFRBNINRQHD994300	D9983832656	user13	3/25/2021	4/6/2021	14277	614.3	reduce blind spot; install dusk-sensing headlights; 
TFRBNINRQHD994300	A7394786391	user17	4/12/2021	5/23/2021	64454	1563.67	fix broken tow hooks; replace liftgate window; 
TFRBNINRQHD994300	C9607630052	user29	5/26/2021	6/9/2021	84170	279.23	change oil filter; 
TFRBNINRQHD994300	D3516184517	user30	6/21/2021	6/26/2021	161317	111.69	prevent fuel pump shutoff; adjust regenerative braking; 
TFRBNINRQHD994300	B8560719297	user17	8/28/2021	9/2/2021	853287	167.54	fix deceleration system; replace diverter valve; 
TFRBNINRQHD994300	A4195059665	user12	9/5/2021	9/7/2021	871505	55.85	adjust retractable mirrors; adjust running boards; 
TIGCC0J14W1049941	B9479074244	user33	9/4/2020	9/14/2020	87706	291.52	fix solar sunroof; adjust reverse tilt mirrors; 
TIGCC0J14W1049941	B6287650227	user17	5/3/2021	5/23/2021	1491456	388.69	replace serpentine belt; 
TN71ZRAXPD7832958	10-0374336	user33	7/3/2021	8/28/2021	176845	351.81	replace brake pedal spring; adjust seat belts tension; 
TO6RWDMW814286852	A0965866036	user33	1/21/2021	2/4/2021	6713	897.03	replace fuel filter; install smoked glass; 
TO6RWDMW814286852	C6390913308	user33	3/1/2021	3/1/2021	191245	64.07	install on-board diagnosis system; 
TO6RWDMW814286852	34-0807225	user29	3/28/2021	5/5/2021	408915	1794.07	fix sunroof; adjust running boards; 
TO6RWDMW814286852	B5240692276	user13	5/9/2021	5/26/2021	431483	961.11	change speaker configuration; 
TO6RWDMW814286852	D9983832656	user15	6/4/2021	6/23/2021	441371	448.52	improve engine performance; install turbocharger; 
TO6RWDMW814286852	A7394786391	roland	6/27/2021	6/28/2021	443496	64.07	prevent fuel pump shutoff; fix nvh dampening system; 
TO6RWDMW814286852	D0328630274	roland	6/30/2021	7/1/2021	454681	128.15	configure universal remote control; set up auto-delay headlights; 
TO6RWDMW814286852	A5920668662	user33	8/19/2021	8/19/2021	913767	64.07	reconfigure service reminder light; replace catalytic converter; 
TO6RWDMW814286852	A0923389692	user12	8/28/2021	9/25/2021	918580	1665.92	change coolant; change coolant; 
TOHM82154DP914803	C8180681803	user30	5/18/2021	5/26/2021	182515	119.7	attach spoiler; 
TOHM82154DP914803	A7656008373	user13	6/29/2021	7/13/2021	317595	438.92	replace diverter valve; check drive axle boots; 
TOHM82154DP914803	38-5109013	user13	8/1/2021	8/14/2021	382087	558.62	fix rear defroster; 
TOHM82154DP914803	D3405738399	user17	9/8/2021	9/24/2021	551018	438.92	adjust hybrid performance; attach seat extension; 
TPWVCLGW5SF975070	D3600877411	user12	7/13/2021	7/14/2021	52364	133.56	replace fuel filter; configure universal remote control; 
TPWVCLGW5SF975070	D3341952649	user33	7/15/2021	7/16/2021	52651	133.56	install intelligent alternator; 
TPWVCLGW5SF975070	C5820441797	user13	7/25/2021	7/31/2021	136349	267.12	change air conditioner refrigerant; replace fuel filter; 
TPWVCLGW5SF975070	B2391029488	user13	8/4/2021	8/10/2021	156797	267.12	prevent fuel pump shutoff; configure audio remote control; 
TPWVCLGW5SF975070	64-7173397	user33	8/18/2021	8/20/2021	235245	133.56	repair cooled seats; improve engine performance; 
TPWVCLGW5SF975070	B3560453812	user30	8/22/2021	9/4/2021	250654	534.24	upgrade navigation system; add knee airbags; 
TPWVCLGW5SF975070	C5232024518	roland	9/7/2021	9/8/2021	251508	133.56	change oil filter; adjust ignition timing; 
TPWVCLGW5SF975070	C8521553415	user29	9/10/2021	9/12/2021	266011	267.12	repair shiftable automatic transmission; check drive axle boots; 
TPWVCLGW5SF975070	B4747383483	user12	9/19/2021	9/20/2021	280886	267.12	configure audio remote control; repair shiftable automatic transmission; 
TY6ELGLPBTV020931	B2831352575	roland	9/10/2020	11/8/2020	16964	961.53	reconfigure service reminder light; install separate rear audio; 
TY6ELGLPBTV020931	C8363248808	user15	11/10/2020	11/16/2020	32287	64.1	fix broken tow hooks; change oil filter; 
TY6ELGLPBTV020931	B8560719297	user13	12/2/2020	1/10/2021	143237	448.71	adjust reverse tilt mirrors; install active pedestrian protection system; 
TY6ELGLPBTV020931	A9383285395	roland	1/11/2021	1/16/2021	145947	85.47	change speaker configuration; replace serpentine belt; 
TY6ELGLPBTV020931	D8992895517	user29	2/20/2021	4/5/2021	546983	213.67	improve cylinder configuration; adjust ignition timing; 
U2XIPWQ4U2Q518809	C2527866885	user17	12/18/2020	1/27/2021	128174	764.12	fix broken tow hooks; fix sunroof; 
U2XIPWQ4U2Q518809	B2456071697	user33	3/4/2021	3/7/2021	316899	127.35	install parking sensors; replace water pump; 
U2XIPWQ4U2Q518809	B8560719297	user17	3/8/2021	4/9/2021	323665	849.02	install active pedestrian protection system; replace timing belt tensioner; 
U2XIPWQ4U2Q518809	A9383285395	user13	4/26/2021	6/2/2021	343424	424.51	adjust adaptive cruise control; prevent fuel pump shutoff; 
U2XIPWQ4U2Q518809	A4114790699	user13	6/4/2021	6/20/2021	348235	551.87	adjust turn signals; add heated windshield; 
U2XIPWQ4U2Q518809	D8282569200	user17	7/11/2021	7/18/2021	424292	297.16	configure universal remote control; repair seatbelt force limiters; 
U2XIPWQ4U2Q518809	C5471875763	user13	7/28/2021	7/29/2021	492935	42.45	adjust seat belts tension; adjust turn signals; 
U2XIPWQ4U2Q518809	A0536865675	user12	9/6/2021	9/17/2021	899234	466.96	install smoked glass; replace liftgate window; 
U3Q7P5C8GZP868702	A1100965794	user13	6/27/2021	7/20/2021	172375	447.32	fix external temperature display; 
U3Q7P5C8GZP868702	D9622429189	user17	8/14/2021	8/26/2021	388792	93.19	change air conditioner refrigerant; 
U3Q7P5C8GZP868702	42-4075529	user17	9/10/2021	9/20/2021	464850	55.92	change steering rack; replace steering column lock; 
U3Z8TODSG28826809	C7749249695	user29	3/25/2021	4/28/2021	37295	432.68	set up auto-delay headlights; replace stabilizer bar; 
U3Z8TODSG28826809	B9479074244	user17	5/7/2021	5/8/2021	56249	39.33	install smoked glass; fix a-pillar; 
U3Z8TODSG28826809	C8387651854	user15	5/12/2021	5/15/2021	61420	59	replace water pump; add heated windshield; 
U3Z8TODSG28826809	A5920668662	user33	6/20/2021	7/3/2021	285946	216.34	install vanity mirrors; change coolant; 
U3Z8TODSG28826809	C8349669264	user33	7/23/2021	8/3/2021	384515	177.01	attach exterior camera; repair cooled seats; 
U3Z8TODSG28826809	34-1167025	user15	8/15/2021	8/21/2021	457223	19.67	install turbocharger; set up auto-delay headlights; 
U3Z8TODSG28826809	A0750292190	user12	9/3/2021	9/21/2021	556399	275.34	change timing belt; 
UB0FCRJ4Q31126837	A0536865675	user15	7/26/2021	8/15/2021	351927	78.72	fix cylinder head bolts; 
UB0FCRJ4Q31126837	C8363248808	user13	8/18/2021	9/23/2021	365549	1102.09	adjust retractable mirrors; change memory settings of the onboard computer; 
UBR5KSD76ZB411512	C7836526302	roland	6/21/2021	6/24/2021	124515	97.2	replace crankcase ventilation filter; install turbocharger; 
UBR5KSD76ZB411512	C8565047824	user29	7/24/2021	7/29/2021	300173	97.2	replace crankcase ventilation filter; install parking sensors; 
UBR5KSD76ZB411512	C0199518923	user30	8/6/2021	8/26/2021	390189	485.99	change speaker configuration; change purge valve; 
UDGMKMHR25C842616	B8118245955	user15	5/8/2021	5/11/2021	177968	115.04	upgrade navigation system; reconfigure service reminder light; 
UDGMKMHR25C842616	B6629932093	user13	5/20/2021	5/23/2021	224287	86.28	install intelligent alternator; reconfigure service reminder light; 
UDGMKMHR25C842616	61-1100139	user12	6/13/2021	8/15/2021	332637	1322.96	change pcv filter/pcv valve; adjust seat belts tension; 
UDGMKMHR25C842616	A6107738399	user29	8/31/2021	9/13/2021	424549	115.04	adjust adaptive cruise control; repair cooled seats; 
UE021615KMB218122	A7656008373	user17	7/12/2021	7/16/2021	189257	45.86	fix deceleration system; fix rear hvac; 
UE021615KMB218122	42-4075529	user15	8/13/2021	8/14/2021	521814	30.57	replace stabilizer bar; 
UE021615KMB218122	B3135098307	user13	8/17/2021	8/18/2021	550240	30.57	fix deceleration system; change steering rack; 
UE021615KMB218122	B2503869534	user29	8/20/2021	8/21/2021	558408	15.29	replace crankcase ventilation filter; 
UE021615KMB218122	09-3973558	user29	8/22/2021	9/9/2021	565630	107.01	install parking sensors; install roof spoiler; 
UE021615KMB218122	D4681815206	user33	9/20/2021	9/25/2021	595080	30.57	adjust block heater; set up satellite radio; 
UFZBV43FAC2764534	B9153577327	user13	2/9/2021	5/2/2021	2031836	1947.75	reconfigure service reminder light; install vanity mirrors; 
UFZBV43FAC2764534	B6629932093	user17	6/10/2021	7/5/2021	2269959	713.26	configure audio remote control; adjust climate control; 
UFZBV43FAC2764534	C3623479361	user15	7/11/2021	7/16/2021	2292577	54.87	replace stabilizer bar; replace stabilizer bar; 
UHC76PD8DA6169438	D9854901324	user30	12/19/2020	2/1/2021	100752	1099.59	set up auto-delay headlights; 
UHC76PD8DA6169438	A9110995031	user17	2/8/2021	2/19/2021	138013	107.28	reduce blind spot; refurbish power steering; 
UHC76PD8DA6169438	D7197177558	user33	4/13/2021	5/9/2021	348220	26.82	correct abs; fix steering damper; 
UHC76PD8DA6169438	D8549360259	user15	6/7/2021	7/12/2021	415254	214.55	change pcv filter/pcv valve; adjust traction control system; 
UHC76PD8DA6169438	A0965866036	user29	7/16/2021	7/17/2021	435296	53.64	fix ventilated seats; fix solar sunroof; 
UHC76PD8DA6169438	C4785358885	user15	8/27/2021	8/28/2021	457082	53.64	adjust low fuel warning indicator; reduce fuel consumption; 
UHR044A6RAT399029	C5820441797	roland	3/3/2021	3/4/2021	51222	16.83	replace brake pedal spring; prevent fuel pump shutoff; 
UHR044A6RAT399029	C9725877677	user12	3/30/2021	4/6/2021	85144	33.66	fix steering damper; check drive axle boots; 
UHR044A6RAT399029	B4747383483	user17	4/12/2021	4/20/2021	99582	84.16	adjust retractable mirrors; install dusk-sensing headlights; 
UHR044A6RAT399029	D0369069698	user13	4/30/2021	5/1/2021	198270	16.83	change air conditioner refrigerant; remove oversteer; 
UHR044A6RAT399029	B6594307920	user13	5/12/2021	5/24/2021	205766	168.32	configure universal remote control; replace liftgate window; 
UHR044A6RAT399029	D8406096764	user13	6/11/2021	6/16/2021	237977	84.16	install intelligent alternator; fix broken tow hooks; 
UHR044A6RAT399029	C0840217146	user17	6/29/2021	7/7/2021	355991	100.99	replace radiator hoses; 
UHR044A6RAT399029	A3410814072	user13	7/12/2021	8/12/2021	374958	538.63	replace crankcase ventilation filter; correct abs; 
UHR044A6RAT399029	51-3984561	user29	8/22/2021	8/31/2021	383154	151.49	replace crankcase ventilation filter; 
URGQRLDWJAO598363	C1301696678	user13	2/11/2021	2/26/2021	148651	108.42	install dusk-sensing headlights; set up satellite radio; 
URGQRLDWJAO598363	D3405738399	user13	2/28/2021	3/24/2021	172650	498.73	replace radiator core & ac condenser; fix power activated release; 
URGQRLDWJAO598363	A1652643602	user29	3/31/2021	4/23/2021	240812	281.89	adjust regenerative braking; install anti-theft alarm; 
URGQRLDWJAO598363	D5493718870	user17	5/6/2021	5/11/2021	392604	108.42	change pcv filter/pcv valve; prevent fuel pump shutoff; 
URGQRLDWJAO598363	B9701873535	user30	6/26/2021	7/5/2021	798902	173.47	change oil filter; adjust accelerator pedal linkage; 
URGQRLDWJAO598363	C1301696678	user12	7/18/2021	8/16/2021	839148	216.84	set up satellite radio; change wheel cylinders; 
URGQRLDWJAO598363	A2549561818	user12	8/25/2021	9/24/2021	932717	390.31	adjust traction control system; adjust reverse tilt mirrors; 
URH3DGEQQ7S513356	B1905472111	user12	11/9/2020	2/24/2021	426344	3033.03	replace ace filter; repair direct injection system; 
URH3DGEQQ7S513356	D8549360259	user29	3/15/2021	3/27/2021	469009	157.56	fix air filter restriction indicator; fix ventilated seats; 
URH3DGEQQ7S513356	B9701873535	user15	3/31/2021	4/30/2021	503246	945.36	change suspension fluid; refurbish power steering; 
URH3DGEQQ7S513356	A4114790699	roland	5/9/2021	6/14/2021	525990	196.95	install intelligent alternator; replace brake pedal spring; 
URH3DGEQQ7S513356	B9479074244	user13	7/19/2021	8/1/2021	828824	157.56	fix deceleration system; fix air filter restriction indicator; 
V7RRXZF3UDD625897	D4681815206	user30	4/1/2021	4/13/2021	203527	137.95	replace catalytic converter; 
V7RRXZF3UDD625897	D5106706321	user13	7/10/2021	7/15/2021	1225737	137.95	add heated windshield; 
V7RRXZF3UDD625897	A0836288701	user12	8/11/2021	8/19/2021	1549275	110.36	install intelligent alternator; prevent fuel pump shutoff; 
V7RRXZF3UDD625897	D4949425401	user12	8/23/2021	8/23/2021	1588845	27.59	replace serpentine belt; reduce blind spot; 
V7RRXZF3UDD625897	C1301696678	roland	9/21/2021	9/26/2021	1770800	82.77	replace diverter valve; install vanity mirrors; 
VGE7R67HBNW773708	09-3973558	user13	6/15/2021	6/17/2021	37035	83.8	add knee airbags; change brake linings; 
VGE7R67HBNW773708	A9501753054	user15	6/28/2021	7/11/2021	63234	209.51	install smoked glass; 
VGE7R67HBNW773708	D0979557056	user15	7/17/2021	7/19/2021	125401	125.71	replace crankcase ventilation filter; fix solar sunroof; 
VGE7R67HBNW773708	A9499931848	user17	7/28/2021	8/28/2021	135660	460.92	refurbish power steering; refurbish power steering; 
VGE7R67HBNW773708	B4430396935	roland	9/5/2021	9/12/2021	198956	209.51	reduce fuel consumption; add heated windshield; 
VGE7R67HBNW773708	17-6105195	user17	9/14/2021	9/20/2021	211715	83.8	replace water pump; check drive axle boots; 
VHN8VKHSZSO282046	C7720975467	user15	5/23/2021	5/25/2021	37863	27.59	refurbish power steering; adjust retractable mirrors; 
VHN8VKHSZSO282046	C0550572802	roland	5/29/2021	6/22/2021	61668	441.43	fix sunroof; replace tail lights; 
VHN8VKHSZSO282046	A2549561818	user13	6/26/2021	7/6/2021	82570	193.13	reduce blind spot; fix external temperature display; 
VHN8VKHSZSO282046	47-6473901	user29	7/13/2021	8/13/2021	118152	386.25	set up satellite radio; prevent fuel pump shutoff; 
VHN8VKHSZSO282046	B2831352575	user29	9/7/2021	9/8/2021	328762	27.59	install active pedestrian protection system; fix broken tow hooks; 
VLRKLTIXYIZ273737	C8487820691	user33	6/8/2021	6/22/2021	17293	17.96	repair seatbelt force limiters; adjust regenerative braking; 
VLRKLTIXYIZ273737	C8349669264	user29	6/28/2021	7/6/2021	48073	143.7	install intelligent alternator; install smoked glass; 
VLRKLTIXYIZ273737	B1905472111	user12	7/12/2021	7/14/2021	110535	53.89	change oil filter; fix sunroof; 
VLRKLTIXYIZ273737	87-8049695	user30	7/27/2021	7/29/2021	182846	53.89	attach exterior camera; configure universal remote control; 
VLRKLTIXYIZ273737	D8356291718	user15	8/3/2021	8/21/2021	233187	305.37	install curtain airbags; adjust running boards; 
VLRKLTIXYIZ273737	C6563700744	roland	8/29/2021	9/5/2021	268716	71.85	install on-board diagnosis system; install curtain airbags; 
VLRKLTIXYIZ273737	A7336665337	user15	9/8/2021	9/12/2021	295630	53.89	replace ace filter; check drive axle boots; 
VLRKLTIXYIZ273737	17-6105195	user13	9/13/2021	9/21/2021	303135	35.93	install roof spoiler; change speaker configuration; 
VLRKLTIXYIZ273737	D9622429189	user12	9/22/2021	9/25/2021	309131	71.85	replace timing belt tensioner; install on-board diagnosis system; 
VOO8ABE46Z0963128	B6594307920	user29	6/23/2021	7/1/2021	91897	212.77	install roof spoiler; reduce blind spot; 
VOO8ABE46Z0963128	D0328630274	user17	7/8/2021	7/12/2021	169841	118.2	configure audio remote control; 
VOO8ABE46Z0963128	B3560453812	user29	7/16/2021	7/26/2021	203794	260.05	install intelligent alternator; 
VOO8ABE46Z0963128	A0301796521	user29	7/27/2021	8/13/2021	209475	165.49	fix nvh dampening system; improve cylinder configuration; 
VOO8ABE46Z0963128	48-1769205	user30	8/25/2021	9/8/2021	302258	307.33	adjust hybrid performance; adjust seat belts tension; 
VOO8ABE46Z0963128	C2451484744	user17	9/13/2021	9/23/2021	334437	47.28	refurbish power steering; 
VOQ56SWYWJB706872	07-6913915	user17	3/24/2021	3/30/2021	22695	42.28	replace stabilizer bar; adjust low fuel warning indicator; 
VOQ56SWYWJB706872	A1148700069	user15	4/4/2021	4/22/2021	47034	74	fix sunroof; replace ace filter; 
VOQ56SWYWJB706872	C2486363271	user13	5/10/2021	5/13/2021	154964	42.28	adjust low fuel warning indicator; install separate rear audio; 
VOQ56SWYWJB706872	C7720975467	user13	5/27/2021	5/31/2021	176221	31.71	change timing belt; reduce carbon footprint; 
VOQ56SWYWJB706872	D4268387122	roland	6/17/2021	6/23/2021	316448	52.86	fix steering damper; reduce carbon footprint; 
VOQ56SWYWJB706872	B7250129830	user17	7/8/2021	7/22/2021	488027	137.43	replace timing belt tensioner; change air conditioner refrigerant; 
VOQ56SWYWJB706872	C8387651854	roland	7/23/2021	7/25/2021	489166	10.57	repair shiftable automatic transmission; replace water pump; 
VOQ56SWYWJB706872	D7871290693	user33	8/23/2021	9/19/2021	507638	232.57	adjust reverse tilt mirrors; install active pedestrian protection system; 
VU1M5IDDL6S091256	D9854901324	user29	8/17/2020	8/21/2020	153639	156.76	improve engine performance; 
VU1M5IDDL6S091256	B8426722523	user12	9/18/2020	1/31/2021	473400	3542.72	replace timing belt tensioner; install on-board diagnosis system; 
VU1M5IDDL6S091256	D5191373192	user30	2/4/2021	3/13/2021	502006	219.46	correct abs; prevent fuel pump shutoff; 
VU1M5IDDL6S091256	C0315829968	user17	4/4/2021	9/3/2021	751396	2194.61	change pcv filter/pcv valve; 
VX1PVFHZBMX335341	B2391029488	user29	12/9/2020	2/2/2021	105747	532.09	set up auto-delay headlights; adjust hybrid performance; 
VX1PVFHZBMX335341	D1263382492	user33	2/22/2021	3/24/2021	274348	36.28	install on-board diagnosis system; set up auto-delay headlights; 
VX1PVFHZBMX335341	D9726048247	user12	4/21/2021	5/18/2021	423019	217.67	install optional equipment; install curtain airbags; 
VX1PVFHZBMX335341	64-7173397	user15	5/19/2021	7/14/2021	432923	592.55	fix nvh dampening system; change purge valve; 
VX1PVFHZBMX335341	B8118245955	user29	7/16/2021	8/3/2021	436935	133.02	adjust turn signals; fix sunroof; 
